PoroId,McmId,SypId
109971,288255,3067460
109955,288257,3067480
110039,288258,3047377
109961,288261,3067510
110023,288263,3067530
110025,288264,3047382
109991,288267,3047387
110047,288271,3047392
110049,288272,3067590
110051,288273,3067600
110053,288274,3047402
110055,288275,3067610
110057,288276,3067620
110059,288277,3067630
110061,288278,3067640
110063,288279,3047412
110065,288280,3067650
110067,288281,3067660
110069,288282,3067670
110071,288283,3067680
110073,288284,3047422
110075,288285,3047432
110077,288286,3067690
110083,288287,3067700
110081,288288,3047442
109987,288289,3047102
110005,288290,3047117
110013,288291,3047162
109969,288292,3047332
109959,288293,3047357
110029,288294,3047367
110009,288295,3067715
109993,288296,3067720
110079,288297,3067710
109989,288298,3047107
115987,289830,3141553
116013,289833,3141583
115985,289835,3141603
115915,289839,3141643
115917,289840,3108510
115995,289844,3141683
115997,289845,3141693
115943,289846,3141698
116033,289847,3141703
115901,289849,3141723
116009,289850,3141733
115883,289851,3108500
115967,289852,3108515
115983,289855,3141763
115947,289857,3141783
116007,289861,3141823
115979,289863,3141843
115951,289865,3141863
116005,289867,3141903
115959,289869,3141938
115909,290538,3141958
115911,289872,3108540
116035,289874,3141978
116037,289875,3108535
116029,289876,3141988
116025,289877,3141993
115977,289879,3142013
115905,289882,3142125
115907,289883,3142135
115961,289884,3142140
115939,289885,3142150
115989,289888,3142175
115971,289890,3142195
115921,289893,3142220
115953,289894,3142225
115881,289897,3142250
116017,289898,3142260
115965,289900,3142280
115931,289903,3142305
115891,289904,3142315
115897,289905,3108505
115975,289906,3108520
115889,289910,3142360
115895,289911,3142370
115899,289912,3142380
115903,289913,3142390
115913,289914,3108545
115919,289915,3142400
115923,289916,3142410
115927,289917,3142420
115929,289918,3142430
115933,289919,3142440
115935,289920,3142450
115937,289921,3142460
115949,289922,3142470
115957,289923,3142480
115981,289924,3142490
115991,289925,3142510
115993,289926,3142500
115999,289927,3142520
116001,289928,3108555
116003,289929,3142530
116011,289930,3142540
116015,289931,3142550
116021,289932,3142560
116027,289933,3142585
115925,289934,3142575
116019,289935,3142595
115945,289936,3142605
115969,289938,3142615
129270,289939,3142620
115941,289940,3142625
115973,289941,3142630
115955,289942,3142635
115893,289943,3142640
116023,289944,3142570
115887,289945,3142645
120019,291512,3167571
120089,291514,3167591
120091,291515,3167601
120055,291518,3167626
119969,291520,3167646
120081,291522,3167666
120017,291615,3167716
120069,290989,3157511
120049,291616,3167736
120051,291527,3167746
129441,371608,3167751
120075,290990,3157516
120007,291565,3167781
1714692,291567,3167811
119989,291569,3168021
119991,291531,3168031
119977,291570,3190156
119971,291619,3190186
119997,291535,3190206
1714694,291621,3190236
119985,291541,3190286
120011,291542,3190296
120043,291623,3190926
120045,291625,3190946
119973,291627,3190966
120071,291629,3190986
120083,291631,3191006
120059,291632,3191016
119981,290991,3157521
1714696,291634,3191036
120095,291480,3191046
120061,291543,3191051
120027,291544,3191056
119979,291636,3191071
120021,291639,3191101
119993,291640,3191111
120031,291545,3191121
119999,290993,3157541
120023,290994,3157546
1726993,450538,3191146
120087,291546,3191156
119995,291644,3191161
120013,291647,3191191
120015,291547,3191201
120067,290995,3157551
119975,291548,3191296
119983,290996,3157561
119987,291549,3191306
120005,291550,3191316
120009,291482,3191326
120037,291481,3191336
120039,291551,3191346
120057,291552,3191356
120065,291553,3191366
120077,291554,3191376
120063,291555,3191381
120029,291556,3191386
120033,291557,3191391
120001,291558,3191396
120025,291559,3191401
120041,291560,3191406
120047,291561,3191411
120079,291562,3191416
120003,291563,3191421
124120,293359,3242878
124054,293364,3242923
1723655,293367,3242953
279046,293368,3242973
124068,293422,3242963
124110,293423,3242968
124148,293371,3242993
1703349,293372,3243003
124052,293374,3243018
124056,293377,3243048
124106,293378,3243053
124160,293382,3243078
124174,293383,3243088
124118,293384,3243093
124076,293386,3243108
124178,293388,3243128
124098,293391,3243153
1723637,293392,3243163
1709638,293424,3243173
124128,293394,3243193
124192,293425,3243233
124144,293400,3243263
124146,293401,3243273
124134,293405,3243323
124136,293406,3243333
124132,293407,3243338
124084,293410,3243368
124124,293427,3243398
1710967,293413,3243408
124102,293415,3243423
124072,293416,3243433
124152,293417,3243443
124114,293418,3243448
124170,293419,3243453
124168,293420,3243463
124064,293430,3243493
124080,293432,3243513
124058,293433,3243518
124062,293434,3243528
124070,293435,3243538
124074,293436,3243548
124088,293437,3243558
124096,293439,3243568
124130,293441,3244248
124140,293442,3243588
124156,293443,3243598
124158,293444,3243608
124162,293445,3243618
124164,293446,3243628
124172,293447,3243638
124176,293448,3243648
124182,293449,3243658
124186,293450,3243668
124190,293451,3243678
124078,293452,3243688
124122,293462,3243788
124108,293464,3243798
124138,293476,3243803
124154,293478,3243808
124116,293477,3243813
124082,293468,3243818
124060,293469,3243823
124142,293470,3243828
124090,293471,3248130
124094,293472,3248135
124184,293473,3248150
124104,293474,3248145
124100,293475,3248140
129713,295308,3261444
129809,295310,3261464
1729125,295318,3261524
129727,295319,3261534
129791,295322,3261559
129845,295324,3261574
129875,295328,3261604
129705,295330,3261624
1699189,294121,3261644
1729126,295336,3261664
129767,295337,3261674
129747,295339,3261689
129817,295342,3261719
129715,295344,3261739
129775,295345,3261749
1729128,295352,3261804
129711,295359,3261869
1729151,450463,3261909
129721,295367,3261949
129703,295369,3261969
1707220,295372,3261999
129873,295374,3262014
129717,295376,3262034
129785,295377,3262044
129757,295379,3262094
129745,295382,3262124
129807,295386,3262169
129881,295391,3262219
129843,295393,3262234
129771,295396,3262264
129701,295398,3262284
129847,295400,3262304
129837,295404,3262339
129731,295407,3262369
129769,295410,3262399
129859,295412,3262409
129853,295417,3262504
129871,295420,3262534
129751,295422,3262554
129707,295424,3262569
129805,295425,3262579
129709,295427,3262589
129723,295428,3262599
129733,295429,3262609
129735,295430,3262619
129743,295431,3262629
129749,295432,3262639
129759,295433,3262649
129761,295434,3262659
129781,295435,3262669
129801,295436,3262679
129811,295437,3262689
129813,295438,3262699
129815,295439,3262709
129819,295440,3262719
129825,295441,3262729
129833,295442,3262739
129835,295443,3262749
129839,295444,3262759
129855,295445,3262769
129865,295446,3262779
129869,295447,3262789
129877,295448,3262799
129729,295449,3262809
129831,295450,3262819
129793,295451,3262829
129777,295452,3262834
129739,295453,3262839
129787,295454,3262844
129883,295455,3262849
129849,295456,3262854
129861,295457,3262859
129753,295458,3262864
129763,295459,3262869
129783,295460,3262874
129827,295461,3262879
129867,295462,3464301
129795,295463,3285730
129779,295464,3285725
129741,295465,3285735
129789,295466,3285740
129885,295467,3285745
129851,295468,3285750
129863,295469,3285755
129755,295470,3285760
129803,295471,3285765
129841,295472,3285770
129857,295473,3285775
129879,295474,3285780
129829,295475,3285785
129799,295476,3285790
135214,297467,3332654
1714702,297469,3332674
135200,297471,3332694
135082,297473,3332714
135212,297474,3333339
135046,297477,3333364
1729146,371618,3333374
135166,297480,3333394
1714704,297481,3333404
135204,297482,3333414
135032,297484,3334185
135026,296842,3334205
135154,297690,3334240
1714706,297490,3334270
135222,297492,3334290
135210,297497,3334340
135226,297500,3334370
135024,297504,3334415
135096,297506,3334435
135216,297507,3334460
1729144,371620,3334470
135182,297509,3334480
135080,297513,3334525
135086,297516,3334555
135148,297517,3334565
1729103,371619,3334575
135194,297519,3334605
135136,297520,3334610
135054,297521,3334620
135188,296843,3334630
1699191,297522,3334645
135120,297526,3334685
135224,297532,3334745
135114,296844,3334775
135140,297691,3334800
135138,297692,3334810
135098,297537,3334830
135020,297693,3334850
135152,297539,3334860
135130,296845,3334890
135158,297542,3334905
135170,297543,3334915
135174,296846,3334965
135050,297694,3334980
135084,297550,3335010
135058,297551,3335020
135102,296847,3335050
135042,297695,3335075
135172,297556,3335095
135162,297558,3335115
135180,297563,3335165
135060,297567,3335205
135022,297568,3335220
135034,297569,3335230
135036,297570,3335240
1728958,371652,3335250
135044,297572,3335260
135048,297573,3335270
135066,297574,3335280
135068,297575,3335290
135070,297576,3335300
135074,297577,3335310
135090,297578,3335320
135122,297579,3335330
135126,297580,3335340
135142,297581,3335350
135164,297582,3335360
135206,297583,3333419
135028,297584,3334210
135228,297585,3334375
135218,297586,3334455
135184,297587,3334485
135196,297588,3334595
135190,297589,3334635
135116,297590,3334780
135132,297591,3334895
135176,297592,3334970
135104,297593,3335055
135062,297594,3335210
135092,296848,3335370
135094,297595,3335375
135124,297596,3335380
135052,297697,3335385
135100,297696,3335390
135208,297597,3333424
135156,297698,3335395
135030,297598,3334215
135230,297599,3334380
135220,297600,3334465
135186,297601,3334490
135198,297602,3334600
135192,297603,3334640
135118,297604,3334785
135134,297605,3334900
135178,297606,3334975
135106,297607,3335060
135064,297608,3335215
135040,297609,3335400
135072,297610,3335405
135076,297611,3335410
135128,297612,3335415
135160,297613,3335420
135056,297617,3335425
135088,297614,3335430
135108,297615,3335435
135078,297616,3335440
1714708,299410,3442336
146813,299413,3442366
146795,299415,3442386
146705,299417,3442406
146691,299418,3442416
146625,299422,3442456
146679,298779,3442483
146639,299426,3442749
146693,299427,3442769
146775,299431,3442819
1714710,299432,3442849
1714712,299434,3442869
146701,299568,3442899
1714714,299438,3442919
146627,299440,3442939
146635,299443,3442969
146801,298780,3442979
146767,299445,3443019
146663,299447,3443039
146661,299450,3443069
146785,299452,3443099
146659,299457,3443149
146809,299459,3443169
146781,299462,3443199
146731,299464,3443219
146753,299466,3443239
146739,298781,3443249
146717,299467,3443299
146771,299469,3443329
146707,299473,3443369
146645,299476,3443409
146709,299477,3443419
1699192,299478,3443429
146735,299480,3443449
146755,299481,3443459
146725,299482,3443469
146623,299484,3443509
146615,299486,3443529
146817,299488,3443569
1729130,371621,3443579
146651,299490,3443589
146723,299492,3443629
146673,298802,3443744
1729136,371622,3443804
146783,299499,3443884
146745,299500,3443894
1729134,371623,3443924
146757,299503,3443944
146765,299506,3443974
146629,299512,3444034
146611,299513,3444044
146631,299514,3444184
146665,299515,3444214
146685,298778,3444074
146697,299516,3444084
146703,299517,3444104
146733,299518,3444264
146751,299519,3444114
146759,299520,3444134
146763,299521,3444274
146773,299522,3444224
146787,299523,3444144
146791,299524,3444384
146807,299525,3444234
146815,299526,3444244
146819,299527,3444174
146823,299528,3444254
146681,299529,3442493
146797,299530,3444344
146695,299531,3442779
146777,299532,3442829
146803,299533,3442989
146741,299534,3443259
146719,299535,3443289
146713,299537,3444374
146727,299570,3443479
146617,299536,3443539
146653,299571,3443599
146675,299538,3443754
146747,299539,3443904
146613,299540,3444054
146687,299541,3444064
146699,299542,3444094
146761,299543,3444124
146789,299544,3444154
146821,299545,3444164
146683,299546,3442503
146799,299547,3444354
146641,299548,3442759
146779,299549,3442839
146805,299550,3442999
146743,299551,3443269
146721,299552,3443279
146715,299553,3444364
146729,299554,3443489
146619,299555,3443549
146655,299556,3443609
146677,299557,3443764
146749,299558,3443914
146633,299559,3444194
146643,299560,3444304
146667,299561,3444204
146737,299562,3444294
146769,299563,3444284
146793,299564,3447021
146671,299565,3444314
146647,299566,3444324
146669,299567,3444334
260561,302145,3481992
1714716,302146,3482002
1714718,302147,3482012
160991,302148,3482027
260543,301165,3482067
264172,302162,3482168
1714720,302164,3482188
161031,302165,3482198
161017,302167,3482258
1699193,302170,3482268
260549,302173,3482293
161003,301167,3482313
1575235,302178,3482353
185980,302179,3482363
161025,302180,3482373
185968,302183,3482383
161043,302191,3482508
262156,302192,3482528
1714722,302193,3482548
1714724,302194,3482558
160985,302195,3482568
160989,302196,3482578
160997,302197,3482588
160999,302198,3482638
161001,302199,3482648
161011,302200,3482658
161015,302201,3482598
161033,302202,3482698
161035,302203,3482608
161037,302204,3482618
161039,302205,3482628
160987,302206,3482688
161041,302207,3482703
160993,302208,3482718
161005,302209,3482323
161013,302210,3482668
160995,302211,3482728
161019,302213,3512758
161007,302212,3482333
161045,302214,3482518
1606796,302215,3482343
161067,311853,3527206
161077,311856,3527236
161105,311861,3527286
161061,311862,3527296
161079,311864,3527316
161181,311866,3527336
161115,311215,3527356
161137,311871,3527381
161149,311873,3527401
161089,311875,3527421
161139,311877,3527442
1729138,371624,3527452
161063,311881,3527487
161055,311884,3527522
161099,311888,3527562
161141,311890,3527582
161107,311895,3527632
161169,311897,3527652
161153,311898,3527662
161143,311899,3527672
161157,311901,3527687
1728669,311902,3527697
1729140,371625,3527707
161069,311906,3527737
161071,301171,3527747
161121,311908,3527762
161123,311911,3527792
161109,301172,3527802
161047,311915,3527847
1729101,371626,3527857
161095,311917,3527867
161125,311918,3527877
161189,311920,3527912
161193,311921,3527922
161049,301682,3527932
161131,311924,3527957
161065,311927,3527987
161179,311930,3528007
161163,311931,3528017
161183,311936,3528067
161173,311937,3528077
161083,311938,3528082
161091,311939,3528092
161093,311940,3528102
161097,311941,3528112
161101,311942,3528122
161133,311943,3528132
161155,311945,3528142
161159,311944,3528152
161171,311946,3528162
161087,311947,3528172
161117,311948,3528182
161057,311949,3528192
161145,311950,3528202
161073,311951,3528212
161111,311952,3528222
161127,311953,3528232
161051,311954,3528242
161175,311955,3528252
161103,311956,3528262
161135,311957,3528267
161151,311958,3528272
161119,311959,3528187
161059,311960,3528197
161147,311961,3528207
161075,311962,3528217
161113,311963,3528227
161129,311964,3528237
161053,311965,3528247
161177,311966,3528257
161081,311967,3528277
161191,311968,3528282
161085,311969,3528287
161185,311970,3528292
161187,311971,3528297
172721,355523,3642353
172717,355525,3642373
172871,355529,3642413
172839,320583,3642443
172723,355532,3642453
172791,355533,3642463
172751,355537,3642503
172841,355539,3642523
172831,355540,3642533
172783,355358,3642578
172745,355545,3746733
172727,355547,3642623
172729,355549,3642643
172809,355555,3642698
172881,355558,3642728
172843,355559,3642738
172813,355564,3642788
172719,355568,3642828
172811,355570,3642838
172765,355572,3642858
172823,319907,3642888
172847,355576,3642913
172793,355577,3642933
172779,355580,3642963
172849,355582,3642983
172731,355585,3643013
172851,355587,3643033
172889,355589,3643063
172891,327207,3643073
172803,355591,3643103
172743,355592,3643113
172837,355593,3643123
172883,355594,3643133
1729097,371631,3643148
172767,355595,3643158
172753,355596,3643168
172775,355600,3643213
172845,355601,3643223
172875,355604,3643253
172781,355608,3643298
172853,319908,3643308
172829,355614,3643368
1710684,371632,3643378
172739,355616,3643398
172747,355617,3643523
172761,355618,3643408
172769,355619,3643543
172777,355620,3643428
172795,355621,3643438
172797,355622,3643448
172807,355623,3643458
172805,355624,3643463
172815,355625,3643553
172819,355626,3643573
172859,355627,3643473
172863,320585,3643488
172865,355628,3643498
172867,355629,3643583
172833,355630,3642538
172785,355631,3642583
172825,355632,3642893
172799,355633,3643513
172893,355634,3643078
172885,355635,3643138
172755,355636,3643173
172877,355637,3643258
172855,355638,3643313
172741,327209,3643393
172749,355640,3643533
172763,355641,3643418
172861,355642,3643483
172835,355643,3642543
172787,355644,3642588
172827,355645,3642898
172801,355646,3643518
172895,355647,3643083
172887,355648,3643143
172757,355649,3643178
172879,355650,3643263
172857,355651,3643318
172737,355652,3643388
172771,355653,3643538
172773,355654,3643598
172817,355655,3643563
172821,355656,3643568
172869,355657,3643593
179321,361250,3806224
179117,361253,3806262
179265,361257,3806305
179273,361261,3806345
179161,361269,3806430
179221,361271,3806465
179139,361275,3806505
179119,361278,3806540
179301,361282,3806585
179213,361285,3806615
179323,361287,3806635
179257,361292,3806685
179197,361293,3806695
179163,359574,3806715
179223,361298,3806760
179229,360409,3806800
179181,361305,3806845
179217,361306,3806855
179125,361310,3806895
179127,361311,3806905
179155,361312,3806915
179157,361313,3806925
179159,361314,3806935
179215,361315,3806945
179225,361322,3807015
179147,361324,3807035
179259,361325,3807045
1714726,361326,3807055
179235,361327,3807065
179111,360924,3807090
179315,361331,3807105
179293,361333,3807125
1729119,371634,3807195
179261,361339,3807205
179185,361340,3807220
179285,361341,3807230
1729099,371633,3807240
179195,361343,3807250
179287,359572,3807260
179263,361347,3807305
179251,361348,3807325
179283,361354,3807390
179173,361358,3807563
179153,361360,3807584
179107,361362,3807606
179113,361363,3807616
179133,359571,3807626
179135,361364,3807636
179149,361365,3807646
179169,361366,3807656
179171,361367,3807666
179175,361368,3807676
179177,361369,3807686
179183,361370,3807696
179187,361371,3807706
179189,361372,3807716
179199,361373,3807726
179205,361374,3807736
179209,361375,3807746
179219,361376,3807756
179313,361377,3807766
179237,361378,3807776
179241,361379,3807786
179249,361380,3807796
179279,361381,3807806
179281,361382,3807816
179295,360407,3807826
179299,361383,3807836
179303,361384,3807846
179309,361385,3807856
179305,361386,3807866
179317,361387,3807876
179245,361388,3807886
179275,361389,3806350
179141,361390,3806510
179121,361391,3806545
179165,361392,3806720
179231,361393,3806805
179129,361394,3806910
179269,361395,3807140
179289,361396,3807265
179253,361397,3807330
179115,361398,3807896
179137,361399,3807901
179151,361400,3807906
1634029,361401,3807911
179297,361402,3807916
179311,361403,3807921
179307,361404,3807926
179319,361405,3807931
179277,362162,3806355
179143,362163,3806515
179123,362164,3806550
179167,362165,3806725
179233,362166,3806810
179131,362167,3807150
179271,362168,3807145
179291,362169,3807270
179255,362170,3807335
179109,362171,3807936
179191,362172,3807941
179207,362173,3807946
179239,362174,3807951
179243,362175,3807956
179247,362176,3807961
181479,361549,3844366
181477,363478,3844401
181521,363483,3844882
181517,363490,3845197
181483,363492,3845212
181481,363496,3846532
185970,363498,3845312
181485,363505,3846537
181513,361550,3845797
181473,363511,3846527
181505,363512,3845962
181527,363515,3846007
181495,363517,3846552
181489,363518,3846547
181531,363519,3846052
181487,363525,3846542
181475,363529,3846522
181537,363530,3846157
181539,363531,3846167
181491,363532,3846177
181541,363533,3846182
181543,363534,3846192
181545,363535,3846202
181523,363536,3846212
181519,363537,3846217
181515,363538,3846222
181507,363539,3846227
181511,363540,3846232
181535,363541,3846237
181525,363542,3846242
181509,363543,3846247
181529,363544,3846252
181533,363545,3846257
181497,363546,3846262
181499,363547,3846267
181501,363548,3846272
181503,363549,3846277
184757,365605,3898777
184665,365576,3898837
1729121,371636,3898897
184725,365610,3898927
184713,365615,3898977
184551,365665,3899022
184587,365667,3899042
184721,365673,3899092
184791,365674,3899102
184759,365677,3899137
184685,365678,3899147
184773,365682,3899187
184659,365684,3899207
184631,365686,3899232
1699194,365687,3899242
184627,365688,3899252
184789,365689,3899262
184707,365691,3899282
184553,364939,3899292
184739,365694,3899327
184643,365695,3899337
184749,365698,3899367
184751,364940,3899377
184549,365700,3899402
184801,365701,3899412
184701,365705,3899452
184771,365707,3899472
184589,365710,3899502
184641,365712,3899522
184545,365716,3899562
1699195,365717,3899572
184813,365720,3899602
184763,365723,3899632
184815,364337,3899642
184597,365726,3899677
184783,365727,3899687
184785,365728,3899697
184787,365729,3899707
184809,365730,3899717
184723,365732,3899737
210106,365734,3899757
184571,365737,3899792
184563,365740,3899822
184667,365741,3905994
184699,365743,3899853
1729095,371638,3899878
184585,365749,3899918
184543,365756,3899988
184781,365757,3899998
184775,365758,3900008
184611,365761,3900043
184747,365762,3900053
184719,365763,3900063
184581,365764,3900073
184569,365766,3900093
184615,365767,3900103
184537,365769,3900128
184807,365771,3900153
184547,365773,3900173
184623,365775,3900193
184613,365778,3900223
184711,365783,3900268
184673,365786,3900298
184765,365787,3900313
184761,365788,3900323
184559,365790,3900343
184741,365794,3900378
184671,365795,3900388
184651,364941,3900398
184629,365796,3900413
184769,365802,3900473
184531,365803,3900483
184535,365804,3900493
184565,365805,3900508
184573,365806,3900523
184577,365807,3900538
184591,365808,3900553
184599,365809,3900568
184607,365810,3900583
184609,365811,3900593
184605,365812,3900603
184603,365813,3900613
184637,365814,3900628
1729123,371637,3900653
184679,365817,3900673
184683,365818,3900688
184687,365819,3900698
184689,365820,3900708
184695,365821,3900723
184703,365822,3900738
184731,365823,3900753
184743,365824,3900763
184797,365825,3900783
184803,365826,3900793
184669,365827,3900808
184715,365829,3898982
184793,365830,3899107
184661,365831,3899212
184555,365832,3899297
184753,365833,3899382
184817,365834,3899647
184735,365835,3899772
184777,365836,3900013
184617,365837,3900108
184539,365838,3900133
184675,365839,3900303
184653,365840,3900403
184601,365841,3900578
184633,365842,3900643
184639,365843,3900638
184681,365844,3900683
184691,365845,3900718
184705,365846,3900748
184805,365847,3900803
184729,365848,3898937
184717,365849,3898987
184795,365850,3899112
187583,365851,3899217
184557,365852,3899302
184755,365853,3899387
184819,365854,3899652
184737,365855,3899777
184779,365856,3900018
184619,365857,3900113
184541,365858,3900138
285826,365859,3900308
184655,365860,3900408
184533,365861,3900503
184567,365862,3900518
184575,365863,3900533
184579,365864,3900548
184593,365865,3900563
184649,365867,3900663
184697,365868,3900733
184745,365869,3900773
184799,365870,3900913
189352,367097,3962339
189330,368938,3962384
189596,368940,3962404
189584,368942,3962424
189364,368294,3962469
189611,368948,3962489
189571,368951,3962519
416038,368957,3962579
189444,368962,3962629
189524,368963,3962639
189328,368964,3962649
189575,366888,3962659
189313,368968,3962704
189392,368970,3962724
1579474,368971,3962734
189321,368974,3962764
189644,368976,3962789
189421,368979,3962819
189645,368983,3962854
189428,367141,3962864
189600,368986,3962904
189601,368989,3962934
189579,368993,3962974
189315,368994,3962984
189625,368995,3962994
189565,368996,3963004
189564,368997,3963014
189590,369002,3963059
189588,369006,3963099
189510,369008,3963119
189545,369012,3963159
189317,369014,3963174
189616,369015,3963184
189567,369017,3963204
189303,369018,3963214
189646,369021,3963244
189555,369023,3963264
189595,369024,3963274
189631,369025,3963284
189443,369026,3963294
189464,368073,3963309
189624,369027,3963324
1714730,369028,3963334
189345,369030,3963354
189418,369032,3963374
189334,369034,3963394
189365,369035,3963404
189305,369038,3963439
189319,369040,3963459
189570,369041,3963469
189519,367300,3963479
189309,369042,3963499
189311,369043,3963509
189380,369047,3963549
189389,367096,3963559
189597,369051,3963604
189307,369057,3963664
189543,369058,3963674
189642,369059,3963684
189332,369060,3966667
189341,369062,3963709
189346,369063,3963724
189384,369064,3963734
189382,369065,3963754
189396,369066,3963764
189404,368074,3966672
189408,369067,3963794
189417,369068,3963809
189445,369069,3963819
189469,369070,3963829
189498,369071,3963849
189501,369072,3963859
189541,369073,3963874
189556,369074,3963884
189562,369075,3963904
189604,369076,3963914
189605,369077,3963934
189583,368295,3963944
189591,369078,3963959
189619,369079,3963969
189636,369080,3963984
189635,369081,3963994
189634,369082,3964004
189353,369084,3962344
189549,369085,3964019
189550,369086,3964024
189576,369087,3962664
189324,369088,3962769
189429,369089,3962869
189430,369090,3962874
189441,369091,3963299
189465,369092,3963314
189362,369093,3963409
189511,369095,3963489
189388,369096,3963564
189342,369097,3963719
189383,369098,3963744
189405,369099,3963779
189409,369100,3963804
189471,369101,3963839
189499,369102,3963844
189563,369103,3963899
189609,369104,3963924
189608,369105,3963929
189618,369106,3963979
189354,369107,3962349
189551,369108,3964029
189577,369109,3962669
189326,369110,3962774
189431,369111,3962879
189440,369112,3963304
189468,369113,3963319
189361,369114,3963414
189513,369115,3963494
189393,369116,3963569
189381,369117,3963749
189399,369118,3963774
189502,369119,3963869
189557,369120,3963894
189585,369121,3963954
194789,370785,4004012
194621,372297,4007903
194871,372301,4007948
194859,372304,4007973
194867,372308,4008018
194849,372310,4008048
194713,372312,4008073
194817,370729,4004057
194607,372314,4008168
194637,372316,4008203
194873,372317,4008218
194707,372321,4008278
194825,372323,4008308
194615,372324,4008323
1693656,372325,4008348
194617,372255,4008403
194801,372330,4008503
194835,372334,4008663
194647,372336,4008683
194715,372338,4008703
194831,372340,4008723
194723,372341,4008733
194811,372346,4008783
194845,372347,4008793
1707205,372212,4008803
194869,372349,4008828
1714732,372256,4044157
194773,370786,4004052
194605,372351,4008858
194635,372354,4008888
194679,372358,4008928
194705,372360,4008948
194875,372362,4008968
1699196,372363,4008978
194763,372364,4008988
194767,372366,4009008
194757,372372,4009028
194751,372373,4009038
194743,370787,4004047
194829,372375,4009058
194649,372377,4009078
194683,372380,4009108
194741,372382,4009128
194823,372386,4009168
194809,372388,4009188
194725,372394,4009248
194633,372396,4009268
194841,372397,4009278
194689,370788,4004037
194699,372399,4009298
194833,372401,4009323
194839,372402,4009333
194721,372406,4009373
194697,372407,4009383
194739,372409,4009403
194731,370789,4004042
194603,372411,4009423
194601,372414,4009453
194737,372415,4009463
194677,372416,4009473
194755,372418,4009493
194669,370790,4004032
194631,372420,4009523
1693690,372421,4009533
194887,372422,4009543
194851,372425,4009573
194881,372257,4009593
194609,372428,4009618
194781,372434,4009678
194783,372435,4009688
1693682,372437,4009713
194727,372441,4009733
194803,372445,4009773
194837,372446,4009783
194807,372448,4009803
194623,371927,4004027
194611,371928,4004017
194629,372451,4009833
194645,372452,4009843
194651,372258,4009853
194653,372453,4009863
194655,372454,4009873
194659,372455,4009888
194663,372456,4009898
194661,372457,4009908
194665,372458,4009918
194681,372459,4009933
194685,372460,4009943
194709,372461,4009963
194717,372462,4009973
194729,372463,4009988
194753,372259,4009998
194759,372464,4010008
194769,372465,4010023
194797,372466,4010038
194805,372467,4010053
204776,372468,4010063
194827,372469,4010078
194843,372470,4010088
194847,372471,4010098
194857,372472,4010108
194877,372260,4010118
194853,372261,4010138
194791,372473,4010149
194793,372474,4010154
194863,372475,4007988
194819,372476,4010224
194641,372477,4008813
194775,372478,4010159
194777,372479,4010164
194745,372480,4010169
194747,372481,4010174
194691,372482,4010179
194693,372483,4010184
194701,372484,4009303
194733,372485,4010199
194671,372486,4010209
194673,372487,4010214
194883,372488,4009598
194785,372489,4009693
194625,372490,4010234
194687,372496,4009953
194711,372491,4009958
194719,372492,4009983
194771,372493,4010033
194815,372494,4010073
194879,372495,4010128
194795,372715,4010239
194865,372717,4007993
194821,372718,4010229
194619,372719,4008418
194643,372720,4008808
194779,372721,4010259
194749,372716,4010244
194695,372722,4010194
194703,372723,4009308
194735,372724,4010204
194675,372725,4010219
194885,372726,4009603
194787,372727,4009698
194627,372728,4010249
194613,372729,4010254
194657,372730,4009883
194667,372731,4009928
194761,372732,4010018
194799,372733,4010048
194855,372734,4010133
200939,377514,4142966
200753,387852,4143001
200865,387877,4143051
200769,387887,4143071
200733,387902,4143101
200985,387927,4143151
200873,387942,4143181
200751,387952,4143201
200833,387957,4143211
200999,387962,4143226
200755,387982,4143266
200975,387992,4143306
200947,388002,4143311
200957,377505,4143321
200799,388017,4143361
200719,388037,4143401
200851,388062,4143451
200735,388072,4143476
200819,388082,4143496
200977,388092,4143516
200923,377517,4143526
200731,388107,4143566
200875,388122,4143596
200801,388132,4143616
200787,388152,4143656
200979,388167,4143686
201011,388172,4143696
200895,377499,4143706
200791,377508,4143721
200795,388182,4143736
200729,388187,4143746
200859,388202,4143776
200843,378870,4143791
200783,388212,4143806
200997,388227,4143826
324343,388232,4143846
200817,388237,4143856
200739,388267,4143916
200721,388282,4143956
200983,388292,4143986
200949,388302,4144007
200911,388312,4146477
200969,388327,4144064
200723,381441,4144089
200883,388352,4144139
200809,388377,4144180
200871,388387,4144211
200793,388397,4144231
200737,388407,4144252
200981,388412,4144262
200893,388417,4144273
201015,388422,4144283
200991,377511,4144294
200885,377502,4144303
200839,388447,4144353
201007,388457,4144374
200781,388467,4144389
200869,388477,4144412
200951,388487,4144433
201013,388492,4144447
200841,388497,4144457
200877,388502,4144469
200789,388507,4144485
201009,388517,4144508
200803,377496,4144533
200773,388552,4144589
200775,388547,4144599
200857,388557,4144619
200831,388572,4144649
200913,388587,4144679
200905,378873,4144689
200867,388597,4144714
200845,388602,4144724
200955,388637,4144794
200993,388667,4144854
200827,388692,4144924
200953,388707,4145084
200741,388717,4145104
200743,388722,4145114
200745,388727,4145124
200749,388732,4145134
200757,388737,4145144
200761,388742,4145179
200765,388757,4145189
200771,388747,4145204
200785,388752,4145219
200797,388762,4145319
200811,388767,4145329
200815,388772,4145339
200821,388777,4145349
200823,388782,4145359
200829,388787,4145369
200847,388792,4145379
200901,388797,4145389
200915,388802,4145399
200917,388807,4145409
