CardId,McmId,TcgplayerProductId,34410
8070,396807,197673,
8071,396967,197726,
8072,381249,,
8073,396772,197664,
8074,396932,197711,
8075,397092,,
8076,396737,197652,
8077,396897,197696,
8078,397057,,
8079,566124,,
8080,396702,197645,
8081,396862,197685,
8082,397022,,
8083,566117,,
8084,396827,197678,
8085,396987,,
8086,394607,197643,
8087,396592,197644,
8088,394797,197645,
8089,394687,197646,
8090,394672,197647,
8091,394787,197648,
8092,394692,197649,
8093,550096,197650,
8094,394802,197650,
8095,550161,197651,
8096,394737,197651,
8097,394822,197652,
8098,394772,197653,
8099,394662,197654,
8100,394777,197657,
8101,396597,197658,
8102,394732,197659,
8103,396602,197660,
8104,394702,197661,
8105,396607,197662,
8106,550171,197663,
8107,394592,197663,
8108,550251,197664,
8109,396612,197664,
8110,394642,197665,
8111,396617,197666,
8112,396622,197667,
8113,394747,197668,
8114,394767,197669,
8115,394722,197670,
8116,381231,197671,
8117,394762,197672,
8118,381228,197673,
8119,394677,197674,
8120,381234,197675,
8121,550256,197675,
8122,394812,197676,
8123,550281,197676,
8124,394647,197677,
8125,394682,197678,
8126,394697,197679,
8127,396627,197680,
8128,394657,197681,
8129,394597,197682,
8130,394652,197683,
8131,394667,197684,
8132,394602,197685,
8133,396632,197686,
8134,396637,197687,
8135,381222,197688,
8136,394572,197689,
8137,394712,197691,
8138,550341,197691,
8139,396642,197692,
8140,396647,197693,
8141,550266,197694,
8142,394587,197694,
8143,550111,197694,
8144,396652,197696,
8145,550296,197696,
8146,394807,197697,
8147,396657,197699,
8148,394632,197700,
8149,394582,197702,
8150,394742,197704,
8151,394617,197706,
8152,394717,197709,
8153,381225,197711,
8154,394627,197712,
8155,394622,197714,
8156,394577,197716,
8157,394752,197717,
8158,396662,197720,
8159,394612,197724,
8160,396667,197725,
8161,396672,197726,
8162,396677,197730,
8163,396682,197732,
8164,396687,197728,
8165,412984,,
8166,413004,,
8167,412969,,
8168,412989,,
8169,413009,,
8170,412974,,
8171,412994,,
8172,412979,,
8173,412999,,
8174,398449,200350,
8175,407664,201132,
8176,407669,201133,
8177,407674,201139,
8178,407679,201140,
8179,407684,201142,
8180,407689,201153,
8181,407694,201155,
8182,407699,201156,
8183,407704,201159,
8184,407709,201160,
8185,407714,201162,
8186,407719,201163,
8187,407724,201164,
8188,407729,201167,
8189,407734,201925,
8190,407739,201171,
8191,407744,201173,
8192,407749,201175,
8193,407754,201926,
8194,407759,201183,
8195,398454,200351,
8196,407764,201189,
8197,407769,201195,
8198,407774,201197,
8199,407779,201198,
8200,407784,201199,
8201,407789,201201,
8202,407794,201206,
8203,407799,201207,
8204,407804,201209,
8205,407809,201210,
8206,407814,201211,
8207,407819,201212,
8208,407824,201639,
8209,407829,201213,
8210,407834,201214,
8211,398459,200352,
8212,407844,201215,
8213,407849,201216,
8214,407854,201217,
8215,407859,201218,
8216,407864,201219,
8217,407869,201220,
8218,407874,201221,
8219,407879,201222,
8220,407884,201223,
8221,407889,201224,
8222,407894,201225,
8223,407899,201226,
8224,407904,201227,
8225,407909,201228,
8226,407914,201229,
8227,407919,201230,
8228,407924,201231,
8229,407929,201232,
8230,407934,201233,
8231,407939,201234,
8232,407944,201235,
8233,407949,201236,
8234,407954,201237,
8235,407959,201238,
8236,407964,201643,
8237,407969,201239,
8238,407974,201240,
8239,407979,201241,
8240,407984,201983,
8241,407989,201242,
8242,407994,201243,
8243,407999,201244,
8244,408004,201245,
8245,408009,201246,
8246,408014,201247,
8247,408019,201248,
8248,398464,201249,
8249,408024,201251,
8250,408029,201252,
8251,408034,201253,
8252,408039,201254,
8253,408044,201255,
8254,408049,201256,
8255,408054,201257,
8256,408059,201258,
8257,408064,201259,
8258,408069,201928,
8259,408074,201260,
8260,408079,201261,
8261,408084,201262,
8262,408089,201263,
8263,408094,201264,
8264,408099,201265,
8265,408104,201266,
8266,408109,201267,
8267,408114,201268,
8268,408119,201269,
8269,408124,201271,
8270,408129,201272,
8271,408134,201273,
8272,408139,201274,
8273,449363,201274,
8274,408144,201275,
8275,408149,201276,
8276,449358,201276,
8277,449868,201277,
8278,408154,201277,
8279,408159,201278,
8280,408164,201279,
8281,408169,201134,
8282,408174,201135,
8283,408179,201136,
8284,408189,201137,
8285,408194,201138,
8286,408199,201141,
8287,408204,201143,
8288,408209,201144,
8289,408214,201145,
8290,408219,201146,
8291,408224,201147,
8292,408229,201148,
8293,408234,201149,
8294,408239,201150,
8295,408244,201151,
8296,408249,201152,
8297,408254,201154,
8298,408259,201157,
8299,408264,201158,
8300,408269,201161,
8301,408274,201165,
8302,408279,201166,
8303,408284,201168,
8304,408289,201169,
8305,408294,201170,
8306,408299,201172,
8307,408304,201174,
8308,408309,201176,
8309,408314,201177,
8310,408319,201178,
8311,408324,201179,
8312,408329,201180,
8313,408334,201181,
8314,408339,201182,
8315,408344,201184,
8316,408349,201185,
8317,408354,201186,
8318,408359,201187,
8319,450388,201187,
8320,582672,200353,
8321,398484,200353,
8322,408364,201188,
8323,408369,201965,
8324,408374,201190,
8325,408379,201191,
8326,408384,201192,
8327,408389,201193,
8328,408394,201194,
8329,408399,201196,
8330,408404,201646,
8331,408409,201200,
8332,408414,201202,
8333,408419,201203,
8334,398469,201204,
8335,398474,201205,
8336,398479,201208,
8337,408424,201280,
8338,408429,201281,
8339,408434,201282,
8340,408439,201283,
8341,408444,201647,
8342,408449,201648,
8343,398489,201284,
8344,408454,201288,
8345,408459,201289,
8346,408464,201290,
8347,408469,201291,
8348,408474,201292,
8349,408479,201293,
8350,408484,201294,
8351,408489,201295,
8352,408494,201296,
8353,408499,201297,
8354,408504,201298,
8355,408509,201299,
8356,408514,201300,
8357,408519,201301,
8358,408524,201302,
8359,408529,201303,
8360,408534,201304,
8361,408539,201305,
8362,408544,201306,
8363,408549,201308,
8364,398564,201309,
8365,408554,201310,
8366,408559,201311,
8367,398494,201312,
8368,408564,201649,
8369,408569,201930,
8370,408574,201313,
8371,398569,201314,
8372,408579,201315,
8373,408584,201316,
8374,408589,201317,
8375,408594,201318,
8376,398574,201319,
8377,398579,201320,
8378,408599,201321,
8379,408604,201322,
8380,398499,201323,
8381,408609,201324,
8382,408614,201650,
8383,408619,201325,
8384,408624,201326,
8385,408629,201327,
8386,408634,201328,
8387,408639,201329,
8388,408644,201330,
8389,408649,201331,
8390,408654,201332,
8391,408659,201640,
8392,408664,201333,
8393,408669,201334,
8394,408674,201250,
8395,408679,201270,
8396,408684,201335,
8397,408689,201336,
8398,408694,201337,
8399,408699,201338,
8400,408704,201339,
8401,408709,201340,
8402,408714,201341,
8403,408719,201285,
8404,408724,201286,
8405,408729,201307,
8406,408734,201342,
8407,408739,201343,
8408,408744,201344,
8409,408749,201345,
8410,408754,201979,
8411,408759,201981,
8412,408764,201346,
8413,408769,201347,
8414,408774,201651,
8415,398524,201348,
8416,398529,201349,
8417,398504,201350,
8418,398509,201351,
8419,398534,201352,
8420,398539,201353,
8421,398544,201354,
8422,398549,201355,
8423,398514,201356,
8424,398554,201357,
8425,398559,201358,
8426,398519,201359,
8427,410574,201609,
8428,410579,201610,
8429,410584,201611,
8430,410589,201641,
8431,410594,201612,
8432,410599,201614,
8433,410604,201615,
8434,410609,201617,
8435,410614,201619,
8436,410619,201360,
8437,410624,201620,
8438,410629,201622,
8439,410634,201287,
8440,410639,201623,
8441,410644,201626,
8442,410649,201627,
8443,410654,201629,
8444,410659,201631,
8445,410664,201632,
8446,410669,201634,
8447,410674,201361,
8448,410679,201635,
8449,410684,201636,
8450,563031,,
8451,453423,,
8452,453443,,
8453,453408,,
8454,564663,,
8455,453428,,
8456,453413,,
8457,453433,,
8458,453418,,
8459,453438,,
8460,453403,,
8461,457383,213071,
8462,457388,213072,
8463,457393,213073,
8464,457398,213074,
8465,457403,213075,
8466,457408,213076,
8467,457423,213077,
8468,457433,213078,
8469,457438,213079,
8470,457443,213080,
8471,457448,213081,
8472,457453,213082,
8473,457458,213083,
8474,457463,213084,
8475,457468,213085,
8476,457473,213086,
8477,457478,213087,
8478,456408,213089,
8479,457553,213091,
8480,457558,213093,
8481,457563,213094,
8482,569896,213095,
8483,550346,213095,
8484,456413,213095,
8485,456418,213098,
8486,457568,213099,
8487,457573,213100,
8488,457578,213101,
8489,457588,213103,
8490,457593,213104,
8491,457603,213105,
8492,457608,213106,
8493,457613,213107,
8494,457618,213108,
8495,457623,213109,
8496,457628,213110,
8497,457633,213111,
8498,456423,213113,
8499,456433,213115,
8500,456428,213116,
8501,457638,213117,
8502,457643,213118,
8503,457648,213119,
8504,457653,213120,
8505,457658,213121,
8506,457663,213123,
8507,457668,213124,
8508,457673,213125,
8509,457678,213126,
8510,457683,213127,
8511,457688,213128,
8512,456438,213130,
8513,457693,213132,
8514,457698,213133,
8515,457703,213134,
8516,457708,213135,
8517,672383,213136,
8518,456448,213136,
8519,457713,213137,
8520,457718,213138,
8521,457723,213139,
8522,457728,213140,
8523,457733,213141,
8524,457738,213142,
8525,457743,213143,
8526,701498,213143,
8527,457748,213146,
8528,457753,213147,
8529,457758,213148,
8530,457763,213149,
8531,456453,213150,
8532,457768,213152,
8533,457773,213153,
8534,456468,213154,
8535,456478,213156,
8536,457778,213158,
8537,457783,213159,
8538,457788,213160,
8539,457793,213161,
8540,457798,213162,
8541,457803,213163,
8542,457808,213164,
8543,457813,213165,
8544,457818,213166,
8545,457823,213167,
8546,457828,213168,
8547,457833,213169,
8548,457838,213170,
8549,457843,213171,
8550,457848,213172,
8551,457853,213173,
8552,457858,213174,
8553,457863,213175,
8554,457868,213176,
8555,457873,213177,
8556,709526,213177,
8557,457878,213178,
8558,456498,213180,
8559,457883,213182,
8560,457888,213183,
8561,457893,213184,
8562,457898,213185,
8563,457903,213186,
8564,457908,213187,
8565,457913,213188,
8566,457918,213189,
8567,457923,213190,
8568,457928,213191,
8569,457933,213192,
8570,457938,213193,
8571,457943,213194,
8572,457948,213195,
8573,457953,213198,
8574,457958,213200,
8575,456493,213201,
8576,457963,213203,
8577,457968,213204,
8578,457973,213205,
8579,457978,213206,
8580,457983,213207,
8581,457988,213208,
8582,457993,213209,
8583,457998,213210,
8584,458003,213213,
8585,458008,213214,
8586,456513,213215,
8587,456518,213217,
8588,458013,213219,
8589,458018,213220,
8590,701499,213221,
8591,458023,213221,
8592,458028,213222,
8593,458033,213223,
8594,458038,213224,
8595,458043,213225,
8596,458048,213226,
8597,458053,213227,
8598,458058,213228,
8599,458063,213229,
8600,458068,213230,
8601,458073,213231,
8602,458078,213232,
8603,456523,213234,
8604,458083,213236,
8605,453298,213237,
8606,453303,213240,
8607,458093,213241,
8608,458098,213242,
8609,458103,213243,
8610,458108,213244,
8611,458123,213245,
8612,458128,213246,
8613,458133,213247,
8614,458138,213248,
8615,458143,213249,
8616,458148,213250,
8617,458153,213251,
8618,458158,213252,
8619,456528,213253,
8620,458163,213255,
8621,653295,213255,
8622,653294,213255,
8623,458168,213258,
8624,458173,213259,
8625,458178,213260,
8626,458183,213261,
8627,458188,213262,
8628,458193,213263,
8629,458198,213264,
8630,458203,213267,
8631,458208,213268,
8632,458213,213271,
8633,456533,213272,
8634,458218,213274,
8635,458223,213275,
8636,456538,213278,
8637,458228,213280,
8638,458233,213281,
8639,456553,213282,
8640,458238,213283,
8641,458243,213284,
8642,456563,213285,
8643,701484,213285,
8644,458248,213088,
8645,458253,213092,
8646,458258,213102,
8647,458263,213112,
8648,458268,213122,
8649,458273,213129,
8650,458278,213151,
8651,458283,213155,
8652,458288,213179,
8653,458293,213199,
8654,458298,213202,
8655,458303,213216,
8656,458308,213233,
8657,458313,213254,
8658,456578,213256,
8659,457378,213265,
8660,456583,213269,
8661,457373,213276,
8662,457368,213090,
8663,457363,213114,
8664,457358,213131,
8665,457353,213157,
8666,457348,213181,
8667,457343,213218,
8668,457338,213235,
8669,457333,213257,
8670,457328,213266,
8671,457323,213270,
8672,457318,213277,
8673,457313,213287,
8674,457308,213288,
8675,457303,213289,
8676,457298,213273,
8677,457293,213279,
8678,457288,213286,
8679,524985,,
8680,696060,,
8681,525005,,
8682,696056,,
8683,524990,,
8684,463069,,
8685,696062,,
8686,525010,,
8687,524975,,
8688,562394,,
8689,696057,,
8690,524995,,
8691,463074,,
8692,696063,,
8693,525015,,
8694,524980,,
8695,696058,,
8696,525000,,
8697,463079,,
8698,462904,200300,
8699,462909,200301,
8700,462914,200302,
8701,462919,205465,
8702,462924,205466,
8703,462929,208260,
8704,462934,208262,
8705,462939,208264,
8706,462944,208266,
8707,462949,206429,
8708,462954,206427,
8709,462959,206428,
8710,462964,206430,
8711,462969,206421,
8712,462974,206419,
8713,462979,206418,
8714,462984,206425,
8715,462989,214233,
8716,462994,214234,
8717,462999,214241,
8718,463004,214235,
8719,463009,213096,
8720,463014,213144,
8721,463019,213196,
8722,463024,213211,
8723,463029,214237,
8724,463034,214238,
8725,463039,214239,
8726,463044,214240,
8727,463049,214228,
8728,463054,210579,
8729,463059,210578,
8730,463064,220313,
8731,463084,220314,
8732,463089,218578,
8733,463094,218580,
8734,463099,218582,
8735,463104,218574,
8736,463109,220268,
8737,463114,220269,
8738,463119,220270,
8739,463124,220271,
8740,463129,220273,
8741,463134,220279,
8742,463139,220281,
8743,525020,223751,
8744,463144,223750,
8745,463149,223749,
8746,463154,223752,
8747,463159,223754,
8748,463164,222071,
8749,463169,222072,
8750,463174,222073,
8751,463179,222074,
8752,463184,223755,
8753,463189,223757,
8754,463194,223758,
8755,463199,227029,
8756,525025,227030,
8757,525030,227031,
8758,525035,232434,
8759,525040,251086,
8760,525045,220315,
8761,525050,220316,
8762,525055,220317,
8763,525060,224365,
8764,525065,224367,
8765,525070,224361,
8766,525075,224363,
8767,525080,227028,
8768,525085,227027,
8769,525090,221753,
8770,525095,221754,
8771,525100,227646,
8772,525105,282259,
8773,525110,228595,
8774,525115,228596,
8775,525120,227025,
8776,468279,232450,
8777,468284,232453,
8778,468289,232458,
8779,468294,232461,
8780,468299,228980,
8781,525125,232481,
8782,463204,232499,
8783,525130,232503,
8784,463209,232611,
8785,463214,234276,
8786,463219,234277,
8787,525135,234278,
8788,525140,234279,
8789,525145,234282,
8790,525150,234283,
8791,525155,234284,
8792,525160,234287,
8793,525165,232610,
8794,525170,232608,
8795,525175,232612,
8796,525180,232613,
8797,525185,232723,
8798,525190,232724,
8799,525195,234298,
8800,525200,234299,
8801,525205,238546,
8802,525215,238545,
8803,525220,234296,
8804,525210,234297,
8805,525225,238555,
8806,525230,238553,
8807,525235,245875,
8808,525240,236054,
8809,525245,240891,
8810,525250,240892,
8811,525255,240893,
8812,525260,240894,
8813,525265,241881,
8814,525270,241882,
8815,525275,241883,
8816,525280,241884,
8817,525285,245871,
8818,525290,245872,
8819,525295,246931,
8820,525300,246927,
8821,525305,246933,
8822,525310,246929,
8823,525315,247290,
8824,525320,247291,
8825,525325,247292,
8826,525330,247294,
8827,525335,245868,
8828,525340,245867,
8829,525345,251088,
8830,525350,251089,
8831,525355,251091,
8832,525360,251092,
8833,525365,251093,
8834,525370,251094,
8835,525375,251095,
8836,525380,251096,
8837,525385,251097,
8838,525390,251098,
8839,525395,251101,
8840,525400,248731,
8841,525405,251102,
8842,525410,251103,
8843,525415,250577,
8844,525420,250578,
8845,525425,247295,
8846,525430,247296,
8847,525435,247297,
8848,525440,268709,
8849,525445,283301,
8850,525450,247298,
8851,534092,248887,
8852,534097,248888,
8853,534102,248889,
8854,561773,248890,
8855,561774,248891,
8856,561775,248892,
8857,561776,248893,
8858,561777,248894,
8859,561778,247364,
8860,561779,247365,
8861,561780,247366,
8862,525455,247367,
8863,525460,247299,
8864,534107,253404,
8865,540531,253405,
8866,534112,253406,
8867,540526,253407,
8868,561781,253408,
8869,561782,253409,
8870,561783,253410,
8871,561784,253413,
8872,570871,253412,
8873,570873,247386,
8874,570874,246275,
8875,570872,253414,
8876,570875,253415,
8877,570876,253416,
8878,570877,253417,
8879,570878,253418,
8880,564162,253419,
8881,564163,264277,
8882,571389,264278,
8883,571390,264279,
8884,571391,264280,
8885,564161,264282,
8886,561785,264283,
8887,561786,264284,
8888,561787,264285,
8889,561788,268708,
8890,568802,273158,
8891,568803,273583,
8892,568804,273585,
8893,568805,273588,
8894,568806,273590,
8895,568807,268306,
8896,660428,268304,
8897,574583,268444,
8898,574584,268445,
8899,574585,268446,
8900,574586,268447,
8901,574587,270468,
8902,574588,268705,
8903,574589,268706,
8904,574590,270718,
8905,569232,270719,
8906,573770,270723,
8907,573771,257102,
8908,573772,257103,
8909,573773,270722,
8910,573774,277040,
8911,573775,270724,
8912,573776,275828,
8913,575115,275829,
8914,606603,277039,
8915,606604,275844,
8916,606605,275843,
8917,606606,275167,
8918,606607,275166,
8919,606608,275165,
8920,606609,285254,
8921,606610,285257,
8922,576797,285253,
8923,585973,285251,
8924,585974,285264,
8925,576798,285259,
8926,605824,285262,
8927,605825,285258,
8928,605826,273938,
8929,605827,273939,
8930,605828,279141,
8931,605829,489944,
8932,605830,283369,
8933,605831,449512,
8934,573615,449511,
8935,585975,449510,
8936,608122,449509,
8937,605832,450653,
8938,605833,450656,
8939,605834,450657,
8940,605835,285384,
8941,605836,285378,
8942,605837,285396,
8943,605838,449518,
8944,605839,449519,
8945,605000,449520,
8946,606611,449521,
8947,574302,449522,
8948,604992,449523,
8949,604993,451844,
8950,604994,451845,
8951,604995,451846,
8952,653675,451847,
8953,653676,454228,
8954,724652,454227,
8955,606612,454227,
8956,724658,454226,
8957,606613,454226,
8958,606614,454225,
8959,724662,454225,
8960,608121,475621,
8961,650950,475622,
8962,650951,475623,
8963,650952,453483,
8964,650953,453485,
8965,650954,488271,
8966,650955,488274,
8967,650956,488275,
8968,654761,478423,
8969,650565,478424,
8970,664342,477065,
8971,664343,477066,
8972,664344,477067,
8973,664345,477068,
8974,664346,475642,
8975,664347,477063,
8976,664348,477064,
8977,666783,451115,
8978,666784,449515,
8979,666785,503454,
8980,666786,449526,
8981,666787,449527,
8982,666788,544371,
8983,666789,505968,
8984,666790,505996,
8985,668995,489692,
8986,671881,485843,
8987,671884,485844,
8988,671888,485845,
8989,669627,499989,
8990,738953,499984,
8991,738954,,
8992,738955,,
8993,678807,,
8994,678809,,
8995,678813,,
8996,678816,,
8997,678822,,
8998,678823,,
8999,678824,,
9000,678825,,
9001,681215,,
9002,681789,,
9003,681790,,
9004,681791,,
9005,681792,,
9006,657080,,
9007,675887,,
9008,675886,,
9009,675888,,
9010,675889,,
9011,675890,,
9012,738957,,
9013,738958,,
9014,738959,,
9015,738960,,
9016,738961,,
9017,738962,,
9018,738963,,
9019,738964,,
9020,681793,,
9021,681794,,
9022,681795,,
9023,690296,,
9024,696006,,
9025,696009,,
9026,696011,,
9027,696013,,
9028,696015,,
9029,696016,,
9030,696018,,
9031,696019,,
9032,696020,,
9033,696021,,
9034,487119,,
9035,487104,,
9036,487124,,
9037,487109,,
9038,487129,,
9039,487094,,
9040,487114,,
9041,487134,,
9042,487099,,
9043,482879,219054,
9044,482884,219055,
9045,482889,219061,
9046,482894,219068,
9047,482899,219069,
9048,482904,219074,
9049,482909,219075,
9050,482914,219080,
9051,482919,219081,
9052,482924,219087,
9053,482929,219090,
9054,482934,219092,
9055,482939,219226,
9056,482944,219227,
9057,482949,219228,
9058,482954,219229,
9059,482959,219230,
9060,482964,219231,
9061,482969,219232,
9062,482974,219233,
9063,482979,219234,
9064,482984,219235,
9065,482989,219236,
9066,482994,219237,
9067,482999,219238,
9068,483004,219239,
9069,483009,219240,
9070,483014,219241,
9071,483019,219242,
9072,483024,219244,
9073,483029,219245,
9074,483034,219246,
9075,483039,219249,
9076,483044,219250,
9077,483049,219260,
9078,483054,219267,
9079,547901,219271,
9080,483059,219271,
9081,483064,219275,
9082,483069,219303,
9083,483079,219322,
9084,483084,219324,
9085,483089,219338,
9086,483094,219339,
9087,483099,219345,
9088,547931,219345,
9089,483104,219348,
9090,483109,219349,
9091,483114,219351,
9092,483074,219358,
9093,483119,219361,
9094,672382,219361,
9095,483124,219375,
9096,483129,219377,
9097,483134,219379,
9098,483139,219382,
9099,483144,219384,
9100,483149,219387,
9101,483154,219394,
9102,483159,219403,
9103,483164,219407,
9104,483169,219408,
9105,483174,219411,
9106,547906,219413,
9107,483179,219413,
9108,483189,219416,
9109,483194,219419,
9110,483199,219421,
9111,483204,219432,
9112,483209,219434,
9113,483214,219441,
9114,483219,219442,
9115,675828,219443,
9116,483224,219443,
9117,483229,219445,
9118,483234,219446,
9119,483239,219447,
9120,483244,219449,
9121,483249,219451,
9122,483254,219454,
9123,483259,219456,
9124,483264,219459,
9125,483269,219462,
9126,483274,219464,
9127,483279,219465,
9128,483284,219467,
9129,483289,219468,
9130,483294,219470,
9131,483299,219471,
9132,483304,219473,
9133,483309,219474,
9134,483314,219476,
9135,483319,219477,
9136,483324,219479,
9137,483329,219481,
9138,483334,219482,
9139,483339,219484,
9140,483344,219485,
9141,483349,219487,
9142,483354,219488,
9143,483359,219491,
9144,483364,219493,
9145,547936,219495,
9146,483369,219495,
9147,483374,219399,
9148,483379,219401,
9149,483384,219402,
9150,483389,219404,
9151,483394,219405,
9152,483399,219406,
9153,547916,219409,
9154,483404,219409,
9155,483409,219412,
9156,483414,219414,
9157,483419,219420,
9158,483424,219422,
9159,483429,219423,
9160,547941,219423,
9161,483434,219424,
9162,483439,219426,
9163,483444,219427,
9164,483449,219428,
9165,483454,219429,
9166,483459,219431,
9167,547946,219431,
9168,483464,219435,
9169,483469,219373,
9170,483474,219374,
9171,483479,219376,
9172,483484,219378,
9173,483489,219380,
9174,483494,219381,
9175,483499,219383,
9176,483504,219385,
9177,483509,219386,
9178,483514,219388,
9179,483519,219389,
9180,483524,219391,
9181,483529,219392,
9182,483534,219395,
9183,483539,219396,
9184,547926,219328,
9185,483544,219328,
9186,483549,219329,
9187,483554,219331,
9188,483559,219333,
9189,483564,219334,
9190,483569,219336,
9191,483574,219337,
9192,483579,219340,
9193,483584,219341,
9194,483589,219342,
9195,483594,219343,
9196,483599,219347,
9197,483604,219352,
9198,483609,219354,
9199,483614,219355,
9200,483619,219357,
9201,483624,219360,
9202,483629,219362,
9203,483634,219364,
9204,483639,219365,
9205,483644,219367,
9206,483649,219368,
9207,483654,219370,
9208,483659,219371,
9209,547951,219371,
9210,483664,219265,
9211,483669,219268,
9212,483674,219269,
9213,483679,219272,
9214,483684,219273,
9215,483689,219276,
9216,483694,219277,
9217,483699,219278,
9218,483704,219280,
9219,483709,219281,
9220,483714,219282,
9221,483719,219284,
9222,483724,219285,
9223,483729,219286,
9224,483734,219287,
9225,483739,219289,
9226,715463,219289,
9227,483744,219290,
9228,483749,219291,
9229,483754,219293,
9230,483759,219294,
9231,483774,219297,
9232,483779,219298,
9233,483784,219299,
9234,483789,219301,
9235,483794,219302,
9236,483799,219304,
9237,483804,219305,
9238,483809,219306,
9239,483814,219307,
9240,483819,219308,
9241,483824,219309,
9242,483829,219311,
9243,483834,219310,
9244,483839,219312,
9245,483844,219313,
9246,489259,219318,
9247,483849,219319,
9248,483854,219320,
9249,483869,219314,
9250,489254,219315,
9251,483874,219321,
9252,483879,219323,
9253,483884,219316,
9254,483889,219317,
9255,483894,219325,
9256,562023,,
9257,516304,,
9258,516269,,
9259,516289,,
9260,516309,,
9261,516274,,
9262,516294,,
9263,516279,,
9264,562022,,
9265,516299,,
9266,516284,,
9267,511425,226360,
9268,511430,226361,
9269,511435,226362,
9270,511440,226364,
9271,511445,226365,
9272,511450,226366,
9273,511455,226368,
9274,511460,226370,
9275,511465,226371,
9276,511470,226372,
9277,511475,226373,
9278,511480,226374,
9279,511485,226376,
9280,511490,226378,
9281,511495,226379,
9282,511500,226380,
9283,511505,226381,
9284,511510,226382,
9285,511515,226383,
9286,511520,226384,
9287,511525,226386,
9288,511530,226388,
9289,511535,226392,
9290,511540,226394,
9291,511545,226395,
9292,547881,226395,
9293,511550,226396,
9294,511555,226398,
9295,511560,226399,
9296,511565,226401,
9297,511570,226405,
9298,511575,226409,
9299,511580,226411,
9300,511585,226412,
9301,511590,226413,
9302,511595,226415,
9303,511600,226416,
9304,511605,226419,
9305,511610,226423,
9306,547886,226424,
9307,511615,226424,
9308,511620,226425,
9309,511625,226426,
9310,511630,226427,
9311,670262,226430,
9312,674246,226430,
9313,511635,226430,
9314,511640,226432,
9315,511645,226435,
9316,511650,226437,
9317,511655,226438,
9318,511660,226439,
9319,511665,226441,
9320,511670,226445,
9321,511675,226447,
9322,511680,226448,
9323,511685,226449,
9324,511690,226451,
9325,511695,226452,
9326,511700,226453,
9327,511705,226455,
9328,511710,226456,
9329,511715,226457,
9330,511720,226458,
9331,511725,226459,
9332,511730,226460,
9333,511735,226461,
9334,511740,226468,
9335,511745,226469,
9336,511750,226470,
9337,511755,226471,
9338,511760,226472,
9339,511765,226473,
9340,511770,226476,
9341,511775,226478,
9342,511780,226480,
9343,511785,226481,
9344,511790,226482,
9345,511795,226483,
9346,511800,226484,
9347,511805,226485,
9348,511810,226486,
9349,511815,226487,
9350,511820,226488,
9351,511825,226489,
9352,511830,226490,
9353,511835,226491,
9354,511840,226492,
9355,511845,226516,
9356,511850,226517,
9357,511855,226519,
9358,511860,226521,
9359,511865,226522,
9360,511870,226526,
9361,511875,226527,
9362,511880,226531,
9363,511885,226532,
9364,511890,226534,
9365,511895,226537,
9366,511900,226538,
9367,511905,226540,
9368,511910,226548,
9369,511915,226551,
9370,511920,226552,
9371,511925,226553,
9372,511930,226554,
9373,511935,226555,
9374,511940,226556,
9375,511945,226557,
9376,511950,226558,
9377,511955,226560,
9378,511960,226561,
9379,511965,226562,
9380,511970,226563,
9381,512265,226564,
9382,512270,226565,
9383,512275,226566,
9384,512280,226567,
9385,512285,226568,
9386,512290,226570,
9387,512295,226571,
9388,512300,226572,
9389,512305,226573,
9390,512310,226574,
9391,512315,226575,
9392,512320,226576,
9393,512325,226577,
9394,512330,226578,
9395,512335,226579,
9396,512340,226580,
9397,512345,226582,
9398,512350,226584,
9399,512355,226585,
9400,512360,226586,
9401,547891,226587,
9402,512365,226587,
9403,512370,226588,
9404,512375,226589,
9405,512380,226590,
9406,512385,226591,
9407,512390,226592,
9408,512395,226593,
9409,512400,226594,
9410,512405,226595,
9411,512410,226596,
9412,512415,226598,
9413,512420,226600,
9414,512425,226601,
9415,512430,226602,
9416,512435,226603,
9417,512440,226493,
9418,512445,226498,
9419,512450,226499,
9420,512455,226502,
9421,512460,226503,
9422,512465,226504,
9423,512470,226505,
9424,512475,226507,
9425,512480,226508,
9426,547876,226508,
9427,512485,226514,
9428,512490,226515,
9429,512495,226518,
9430,512500,226530,
9431,512505,226533,
9432,512510,226535,
9433,512515,226539,
9434,512520,226541,
9435,512525,226542,
9436,512530,226543,
9437,512535,226544,
9438,512540,226385,
9439,512545,226389,
9440,512550,226403,
9441,512555,226418,
9442,512560,226431,
9443,512565,226443,
9444,512570,226606,
9445,512575,226549,
9446,512580,226607,
9447,512585,226559,
9448,512590,226569,
9449,512595,226581,
9450,512600,226597,
9451,512605,226494,
9452,512610,226497,
9453,512615,226500,
9454,512620,226509,
9455,512625,226524,
9456,512630,226529,
9457,512635,226545,
9458,512640,226387,
9459,512645,226420,
9460,512650,226434,
9461,512655,226550,
9462,512660,226583,
9463,512665,226599,
9464,512670,226495,
9465,512675,226496,
9466,512680,226501,
9467,512685,226510,
9468,512690,226525,
9469,512695,226528,
9470,512700,226604,
9471,512705,226605,
9472,512710,226546,
9473,512715,226506,
9474,512720,226513,
9475,512725,226536,
9476,544741,,
9477,539523,232433,
9478,539683,232536,
9479,539843,,
9480,539488,232409,
9481,539648,232528,
9482,539808,,
9483,539968,232510,
9484,539453,232389,
9485,539613,232519,
9486,539773,,
9487,539933,232500,
9488,544796,,
9489,539418,232364,
